"database","mature_mirna_id","target_symbol","experiment","support_type"
"mirtarbase","hsa-miR-148b-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-148b-3p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-148b-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-149-5p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-150-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-151b","ABLIM1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-152-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-152-3p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-152-3p","ABLIM1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-153-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-153-3p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-155-5p","ABLIM1","Microarrays","negative"
"tarbase","hsa-miR-15a-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-16-2-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-16-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-17-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-181b-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-182-5p","ABLIM1","Biotin-Microarrays","negative"
"tarbase","hsa-miR-183-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-183-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-191-5p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-196a-5p","ABLIM1","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-19a-3p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-19b-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-203a-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-20a-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-20a-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-20b-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-21-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-210-3p","ABLIM1","PAR-CLIP//HITS-CLIP//Microarrays","negative"
"mirtarbase","hsa-miR-216b-5p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-216b-5p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-219a-1-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-22-3p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-221-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-221-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-222-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-222-3p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-23a-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-2681-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-2682-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-26a-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-27a-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-27b-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-28-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-28-5p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-29a-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-2-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-3p","ABLIM1","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-29c-3p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-302a-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-302a-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-302b-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-302b-3p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-302b-3p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-302c-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-302c-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-302d-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-302d-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-302e","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-302e","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-30a-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-30d-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-30d-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-30e-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-3117-3p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-3202","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-320a","ABLIM1","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-320a","ABLIM1","CLASH",""
"tarbase","hsa-miR-320a-3p","ABLIM1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-329-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-329-3p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-331-3p","ABLIM1","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-331-3p","ABLIM1","CLASH",""
"mirtarbase","hsa-miR-335-5p","ABLIM1","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-335-5p","ABLIM1","Microarray",""
"tarbase","hsa-miR-335-5p","ABLIM1","Microarrays","negative"
"tarbase","hsa-miR-33a-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-342-5p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-34a-3p","ABLIM1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-34a-5p","ABLIM1","Microarray//qRT-PCR","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","ABLIM1","Microarray//qRT-PCR",""
"tarbase","hsa-miR-34a-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-362-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-362-3p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-372-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-372-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-373-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-373-3p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-374a-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-375-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-376a-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-378d","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-3908","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3908","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-3918","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3918","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-3942-5p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3942-5p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-411-5p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-411-5p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-423-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-424-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4276","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4276","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-4474-3p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4480","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4480","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-449b-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4533","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4540","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4540","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-4703-5p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4703-5p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-4763-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4763-3p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-4766-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4766-3p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-484","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-485-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-486-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-4999-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-499a-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-499a-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-499b-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-499b-3p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-503-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-512-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-512-3p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-516b-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-5193","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5193","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-520a-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-520a-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-520b","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-520b","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-520c-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-520c-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-520d-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-520d-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-520e","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-520e","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-548c-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548c-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-556-5p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-556-5p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-5581-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5581-3p","ABLIM1","PAR-CLIP",""
"tarbase","hsa-miR-574-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-582-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-590-5p","ABLIM1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-603","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-603","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-6072","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6072","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-610","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-610","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-6132","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6132","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-615-3p","ABLIM1","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-615-3p","ABLIM1","CLASH",""
"tarbase","hsa-miR-6516-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-656-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-660-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-660-3p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-671-5p","ABLIM1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-6727-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6727-3p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-6758-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6758-3p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-6836-5p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6836-5p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-6838-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6838-3p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-6845-3p","ABLIM1","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6845-3p","ABLIM1","PAR-CLIP",""
"mirtarbase","hsa-miR-6891-3p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6891-3p","ABLIM1","HITS-CLIP",""
"mirtarbase","hsa-miR-6895-5p","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6895-5p","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-7-5p","ABLIM1","PAR-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-7843-5p","ABLIM1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-8485","ABLIM1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8485","ABLIM1","HITS-CLIP",""
"tarbase","hsa-miR-873-5p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-876-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-877-5p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-885-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-9-5p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-92a-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-92b-3p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-93-5p","ABLIM1","PAR-CLIP","negative"
"tarbase","hsa-miR-98-5p","ABLIM1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-9985","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-99b-3p","ABLIM1","HITS-CLIP","negative"
"tarbase","hsa-miR-99b-5p","ABLIM1","Microarrays","negative"
"tarbase","hsa-let-7a-2-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-let-7a-5p","ABR","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-let-7b-5p","ABR","PAR-CLIP//HITS-CLIP//Microarrays","negative"
"tarbase","hsa-let-7c-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7d-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7e-5p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-let-7f-5p","ABR","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-let-7g-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-let-7g-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7i-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-let-7i-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-1-3p","ABR","HITS-CLIP//RNA-Seq","negative"
"tarbase","hsa-miR-100-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-101-3p","ABR","HITS-CLIP//RNA-Seq//Microarrays","negative"
"tarbase","hsa-miR-103a-2-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-3p","ABR","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-106a-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-106b-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-106b-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-107","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-10a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-122-5p","ABR","Microarrays","negative"
"tarbase","hsa-miR-124-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-125a-3p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-125b-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-127-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-127-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-1271-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-128-1-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-128-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-1285-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-1285-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-1301-3p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-1306-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-1307-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-130a-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-130b-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-132-3p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-133a-3p","ABR","Microarrays","negative"
"tarbase","hsa-miR-135b-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-138-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-139-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-139-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-142-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-143-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-145-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-145-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-146a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-146b-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-147a","ABR","Microarrays","negative"
"tarbase","hsa-miR-148b-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-148b-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-151b","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-153-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-15a-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-16-2-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-16-5p","ABR","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-17-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-17-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-182-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-183-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-1843","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-185-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-188-5p","ABR","HITS-CLIP","negative"
"mirtarbase","hsa-miR-18a-5p","ABR","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-18a-5p","ABR","CLASH",""
"tarbase","hsa-miR-18a-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-18b-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-191-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-193a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-193b-3p","ABR","HITS-CLIP//RNA-Seq","negative"
"tarbase","hsa-miR-195-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-195-5p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-196a-5p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-196b-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-197-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-19a-3p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-19b-3p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-206","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-20a-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-20b-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-21-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-21-5p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-210-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-214-3p","ABR","HITS-CLIP//Microarrays","negative"
"tarbase","hsa-miR-218-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-22-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-221-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-223-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-23a-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-23b-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-24-3p","ABR","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-25-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-25-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-2682-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-26a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-26b-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-26b-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-27a-3p","ABR","PAR-CLIP//qCLASH","negative"
"tarbase","hsa-miR-27a-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-27b-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-29a-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-29c-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-302c-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-30a-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-30a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-30b-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-30c-2-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-30d-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-30d-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-30e-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-31-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-3177-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-32-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-320a-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-330-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-335-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-335-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-339-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-33a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-33b-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-345-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-34a-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-34b-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-34c-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-361-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-363-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-3689f","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-370-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-374a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-374b-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-375-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-376a-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-378a-3p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-409-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-423-3p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-423-5p","ABR","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-424-5p","ABR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-433-3p","ABR","Microarrays","negative"
"tarbase","hsa-miR-4454","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-449b-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-450a-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-4510","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-4525","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-454-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-455-5p","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-4677-3p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-484","ABR","PAR-CLIP","negative"
"tarbase","hsa-miR-485-5p","ABR","HITS-CLIP","negative"
"tarbase","hsa-miR-494-3p","ABR","HITS-CLIP","negative"
